Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-05-17,Transaction at Metro Rail,1685.31,Transport,Net Banking,Chennai,Current,Debit,Desktop,INR,Service,Yes,Saturday,May,Afternoon
2025-01-16,Transaction at Zee5,716.63,Entertainment,Net Banking,Pune,Salary,Debit,Desktop,INR,Subscription,Yes,Thursday,January,Evening
2025-02-12,Transaction at TNEB,3171.52,Biills,Credit Card,Chennai,Current,Debit,Mobile,INR,Service,Yes,Wednesday,February,Morning
2025-11-19,Transaction at IndiGo,11439.56,Travell_err,UPI,Delhi,Salary,Debit,Desktop,INR,Service,No,Wednesday,November,Evening
2025-02-19,Transaction at OnePlus,20558.66,Electronics,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,February,Night
2025-07-08,Transaction at MakeMyTrip,3959.15,Travell_err,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,July,Afternoon
2025-10-04,Transaction at Fortis,3905.2,Healthcare,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Morning
2025-11-13,Transaction at Vodafone Idea,3300.38,Biills,Credit Card,Pune,Savings,Debit,Desktop,INR,Service,No,Thursday,November,Night
2025-05-30,Transaction at CloudNine,8504.76,Healthcare,Credit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Friday,May,Morning
2025-12-08,Transaction at Meesho,12720.51,Online Shopping,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Online Store,No,Monday,December,Afternoon
2025-06-28,Transaction at IndiGo,9889.33,Travell_err,UPI,Pune,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,June,Evening
2025-03-09,Transaction at Fortis,7935.36,Healthcare,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Service,No,Sunday,March,Afternoon
2025-06-25,Transaction at Nature's Basket,2172.82,Grocerie$,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,No,Wednesday,June,Evening
2025-03-29,Transaction at Spencers,4099.11,Grocerie$,UPI,Chennai,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,March,Morning
2025-02-14,Transaction at Paradise Biryani,817.54,Food,UPI,Delhi,Current,Debit,Desktop,INR,Restaurant,Yes,Friday,February,Night
2025-03-26,Transaction at DMart,4298.09,Grocerie$,Net Banking,Chennai,Savings,Debit,Desktop,INR,Retail,No,Wednesday,March,Evening
2025-11-11,Transaction at Yatra,6725.91,Travell_err,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Night
2025-10-27,Transaction at Ajio,9975.53,Online Shopping,Credit Card,Chennai,Savings,Debit,Desktop,INR,Online Store,No,Monday,October,Afternoon
2025-10-20,Transaction at Reliance Fresh,,Grocerie$,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Monday,October,Afternoon
2025-01-14,Transaction at Gas Agency,616.08,Biills,Debit Card,Pune,Salary,Debit,Mobile,INR,Service,Yes,Tuesday,January,Evening
2025-12-24,Transaction at KFC,1244.48,Food,Credit Card,Pune,Salary,Debit,Mobile,INR,Restaurant,No,Wednesday,December,Night
2025-04-03,Transaction at Lenskart,12302.47,Online Shopping,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,Yes,Thursday,April,Afternoon
2025-11-29,Transaction at Yatra,3359.21,Travell_err,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,No,Saturday,November,Evening
2025-02-19,Transaction at Apollo Hospital,17695.87,Healthcare,Debit Card,Delhi,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,February,Evening
2025-06-28,Transaction at Apple Store,28957.72,Electronics,UPI,Kolkata,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,June,Evening
2025-01-04,Transaction at Netmeds,18244.2,Healthcare,Credit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Saturday,January,Morning
2025-10-11,Transaction at Yatra,18819.86,Travell_err,UPI,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,October,Morning
2025-11-03,Transaction at Adidas,3260.49,Clothing,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Monday,November,Afternoon
2025-11-10,Transaction at Vodafone Idea,2414.34,Biills,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,November,Morning
2025-10-17,Transaction at BigBazaar,3576.87,Grocerie$,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Night
2025-07-07,Transaction at Vivo Store,109273.86,Electronics,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Monday,July,Morning
2025-08-30,Transaction at JioMart,4939.24,Grocerie$,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,August,Evening
2025-07-07,Transaction at Yulu Bikes,405.13,Transport,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,July,Morning
2025-11-23,Transaction at BSNL,4529.83,Biills,Credit Card,Pune,Salary,Debit,Mobile,INR,Service,No,Sunday,November,Night
2025-03-30,Transaction at Pizza Hut,929.66,Food,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,March,Afternoon
2025-03-20,Transaction at Ajio,13375.83,Online Shopping,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Online Store,Yes,Thursday,March,Evening
2025-01-18,Transaction at 1mg,14683.48,Healthcare,UPI,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,January,Morning
2025-02-10,Transaction at Tata Cliq,11717.81,,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Online Store,No,Monday,February,Morning
2025-08-08,Transaction at Gas Agency,2198.18,Biills,Credit Card,Chennai,Salary,Debit,Desktop,INR,Service,No,Friday,August,Evening
2025-04-12,Transaction at Gaana,707.6,Entertainment,Credit Card,Kolkata,Current,Debit,Desktop,INR,Subscription,Yes,Saturday,April,Evening
2025-10-20,Transaction at Ajio,1222459.0,Online Shopping,UPI,Kolkata,Current,Debit,Desktop,INR,Online Store,Yes,Monday,October,Afternoon
2025-04-05,Transaction at Vistara,3975.25,Travell_err,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,No,Saturday,April,Night
2025-09-13,Transaction at Nilgiris,1672.23,Grocerie$,UPI,Delhi,Current,Debit,Mobile,INR,Retail,Yes,Saturday,September,Evening
2025-11-24,Transaction at Uber,1176.63,Transport,Debit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,November,Evening
2025-07-06,Transaction at TNEB,3182.63,Biills,Net Banking,Kolkata,Current,Debit,Desktop,INR,Service,No,Sunday,July,Night
2025-09-17,Transaction at More Supermarket,1329.62,Grocerie$,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,September,Night
2025-01-09,Transaction at Rapido,1837.58,Transport,UPI,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Thursday,January,Evening
2025-06-18,Transaction at Booking.com,3098.91,Travell_err,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,June,Afternoon
2025-08-28,Transaction at PharmEasy,,Healthcare,Credit Card,Delhi,Salary,Debit,Desktop,INR,Service,Yes,Thursday,August,Night
2025-02-21,Transaction at Zara,1376.3,Clothing,UPI,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Friday,February,Evening
2025-07-09,Transaction at Airtel,442.96,Biills,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,July,Night
2025-05-17,Transaction at Star Bazaar,2377.25,Grocerie$,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,May,Evening
2025-08-02,Transaction at IndiGo,9702.17,Travell_err,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,August,Afternoon
2025-03-18,Transaction at Jio Fiber,4919.21,Biills,Credit Card,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,March,Afternoon
2025-03-17,Transaction at Amazon Prime,739.18,Entertainment,UPI,Kolkata,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Monday,March,Evening
2025-04-21,Transaction at Burger King,242.09,Food,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Monday,April,Night
2025-08-23,Transaction at Myntra,2991.11,Online Shopping,Debit Card,Chennai,Savings,Debit,Mobile,INR,Online Store,No,Saturday,August,Night
2025-08-08,Transaction at Pepperfry,11826.44,Online Shopping,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Online Store,Yes,Friday,August,Morning
2025-12-10,Transaction at A2B,,Food,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Wednesday,December,Morning
2025-04-26,Transaction at Apollo Pharmacy,2891.65,Healthcare,Credit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,April,Evening
2025-10-13,Transaction at Dominos,1249.18,Food,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Monday,October,Morning
2025-08-04,Transaction at More Supermarket,534.64,Grocerie$,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Monday,August,Evening
2025-12-11,Transaction at A2B,1005.65,Food,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Thursday,December,Night
2025-12-23,Transaction at SonyLiv,691.29,Entertainment,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Subscription,Yes,Tuesday,December,Evening
2025-12-08,Transaction at Woodland,3076.37,,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,No,Monday,December,Morning
2025-05-08,Transaction at Nilgiris,4383.89,Grocerie$,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Thursday,May,Morning
2025-05-25,Transaction at Apollo Hospital,739.48,Healthcare,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,Yes,Sunday,May,Afternoon
2025-07-01,Transaction at BSNL,5547.68,Biills,Credit Card,Delhi,Salary,Debit,Desktop,INR,Service,No,Tuesday,July,Afternoon
2025-12-04,Transaction at US Polo,1175.37,Clothing,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Thursday,December,Evening
2025-03-18,Transaction at BSNL,,Biills,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,No,Tuesday,March,Morning
2025-09-19,Transaction at Nilgiris,2133.83,Grocerie$,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Friday,September,Evening
2025-03-17,Transaction at Croma,,Electronics,Debit Card,Pune,Savings,Debit,Desktop,INR,Retail,No,Monday,March,Night
2025-02-24,Transaction at CCD,643.22,Food,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Restaurant,No,Monday,February,Night
2025-09-18,Transaction at Water Board,627.92,Biills,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Thursday,September,Afternoon
2025-05-08,Transaction at Amazon Prime,829.98,Entertainment,UPI,Kolkata,Salary,Debit,Mobile,INR,Subscription,No,Thursday,May,Morning
2025-10-24,Transaction at BigBazaar,2917.59,Grocerie$,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Afternoon
2025-07-03,Transaction at Apple Store,72953.28,Electronics,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,Yes,Thursday,July,Afternoon
2025-05-08,Transaction at Nykaa,7942.89,Online Shopping,UPI,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,May,Afternoon
2025-05-22,Transaction at Flipkart,16727.62,Online Shopping,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Evening
2025-08-20,Transaction at Tata Cliq,8421.88,Online Shopping,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Online Store,Yes,Wednesday,August,Evening
2025-02-17,Transaction at DMart,206603.00000000003,Grocerie$,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Monday,February,Morning
2025-08-06,Transaction at Air India,20469.36,Travell_err,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,August,Morning
2025-11-10,Transaction at DMart,789.55,Grocerie$,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,November,Night
2025-05-06,Transaction at MakeMyTrip,21463.0,Travell_err,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,May,Evening
2025-12-01,Transaction at Taco Bell,522.86,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,No,Monday,December,Afternoon
2025-03-12,Transaction at Taco Bell,,Food,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,March,Afternoon
2025-03-20,Transaction at SonyLiv,426.4,Entertainment,Debit Card,Pune,Current,Debit,Mobile,INR,Subscription,No,Thursday,March,Morning
2025-12-02,Transaction at McDonalds,498.78,Food,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Restaurant,No,Tuesday,December,Afternoon
2025-11-21,Transaction at IRCTC,25964.97,Travell_err,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Friday,November,Evening
2025-12-11,Transaction at Airtel,5553.49,Biills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Thursday,December,Afternoon
2025-01-06,Transaction at Croma,91112.19,Electronics,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,No,Monday,January,Night
2025-01-16,Transaction at OYO,2990.68,Travell_err,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Thursday,January,Morning
2025-07-22,Transaction at Apple Music,631.37,Entertainment,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,July,Morning
2025-10-27,Transaction at Amazon,,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Online Store,No,Monday,October,Morning
2025-01-29,Transaction at Ajio,4404.16,,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Online Store,No,Wednesday,January,Evening
2025-05-28,Transaction at Cream Stone,328.01,,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,No,Wednesday,May,Evening
2025-04-02,Transaction at Aha,138.13,Entertainment,UPI,Pune,Savings,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,April,Night
2025-12-11,Transaction at Ajio,5260.41,Online Shopping,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Online Store,No,Thursday,December,Evening
2025-09-21,Transaction at Nykaa,3257.94,Online Shopping,UPI,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Sunday,September,Night
2025-09-20,Transaction at Property Tax Online,2324.43,Biills,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Saturday,September,Evening
2025-02-21,Transaction at Lenskart,16971.6,Online Shopping,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Online Store,No,Friday,February,Morning
2025-05-19,Transaction at Subway,1222.84,Food,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Monday,May,Morning
2025-08-09,Transaction at Apple Music,499.41,Entertainment,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,August,Morning
2025-10-04,Transaction at Nilgiris,718.71,Grocerie$,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,October,Afternoon
2025-03-30,Transaction at Pepperfry,,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Online Store,Yes,Sunday,March,Night
2025-07-18,Transaction at Pizza Hut,297.58,Food,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Friday,July,Afternoon
2025-12-23,Transaction at Yulu Bikes,827.96,Transport,Credit Card,Chennai,Current,Debit,POS Terminal,INR,Service,Yes,Tuesday,December,Night
2025-01-27,Transaction at JioMart,1462.23,Grocerie$,UPI,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Monday,January,Afternoon
2025-04-17,Transaction at JioMart,3778.41,Grocerie$,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Thursday,April,Afternoon
2025-12-28,Transaction at TNEB,4438.48,Biills,Debit Card,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Morning
2025-08-27,Transaction at Booking.com,,Travell_err,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,August,Evening
2025-10-10,Transaction at JioMart,3115.42,Grocerie$,UPI,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Friday,October,Night
2025-03-09,Transaction at Vivo Store,63376.59,Electronics,Net Banking,Chennai,Current,Debit,Desktop,INR,Retail,Yes,Sunday,March,Morning
2025-05-01,Transaction at Snapdeal,18832.83,Online Shopping,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Morning
2025-08-12,Transaction at Vivo Store,99170.46,Electronics,Debit Card,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,August,Evening
2025-07-19,Transaction at H&M,3782.01,Clothing,UPI,Chennai,Savings,Debit,Mobile,INR,Retail,No,Saturday,July,Evening
2025-01-09,Transaction at Pepperfry,3701.78,Online Shopping,Net Banking,Pune,Savings,Debit,Mobile,INR,Online Store,Yes,Thursday,January,Morning
2025-06-21,Transaction at Netmeds,19357.71,Healthcare,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Saturday,June,Morning
2025-11-03,Transaction at Burger King,,,Credit Card,Chennai,Salary,Debit,Mobile,INR,Restaurant,Yes,Monday,November,Afternoon
2025-03-10,Transaction at TSRTC,751.02,Transport,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,March,Morning
2025-04-15,Transaction at Boat Lifestyle,68623.3,Electronics,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,No,Tuesday,April,Morning
2025-11-16,Transaction at Pantaloons,5357.58,Clothing,UPI,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,November,Evening
2025-12-27,Transaction at Saravana Bhavan,483.23,Food,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Restaurant,Yes,Saturday,December,Night
2025-06-09,Transaction at Flipkart,4825.61,Online Shopping,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Monday,June,Afternoon
2025-03-05,Transaction at Nilgiris,4807.08,Grocerie$,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,March,Evening
2025-10-04,Transaction at Tata Cliq,11378.25,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Online Store,No,Saturday,October,Evening
2025-05-18,Transaction at Airtel,969.68,Biills,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Sunday,May,Morning
2025-08-07,Transaction at Burger King,512.89,Food,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Thursday,August,Afternoon
2025-12-26,Transaction at PharmEasy,1171.38,Healthcare,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Friday,December,Afternoon
2025-11-10,Transaction at Pepperfry,18994.29,Online Shopping,Net Banking,Hyderabad,Current,Debit,Desktop,INR,Online Store,No,Monday,November,Afternoon
2025-02-17,Transaction at Samsung Store,70919.57,Electronics,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,Yes,Monday,February,Morning
2025-08-12,Transaction at Dominos,659.55,Food,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Restaurant,No,Tuesday,August,Evening
2025-12-04,Transaction at Zee5,603.26,Entertainment,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Subscription,No,Thursday,December,Evening
2025-12-19,Transaction at OYO,5912.56,,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Friday,December,Night
2025-10-25,Transaction at Saravana Bhavan,1336.94,Food,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,October,Evening
2025-10-12,Transaction at Allen Solly,3047.62,Clothing,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Sunday,October,Evening
2025-08-26,Transaction at IndiGo,3983.34,Travell_err,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,August,Afternoon
2025-02-03,Transaction at ACT Fibernet,3168.23,Biills,Credit Card,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Monday,February,Morning
2025-07-14,Transaction at HP World,108452.24,Electronics,UPI,Chennai,Salary,Debit,Desktop,INR,Retail,Yes,Monday,July,Evening
2025-01-31,Transaction at Yulu Bikes,1727.78,Transport,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Friday,January,Afternoon
2025-03-03,Transaction at BMTC,275.5,Transport,Net Banking,Pune,Savings,Debit,Desktop,INR,Service,Yes,Monday,March,Afternoon
2025-12-27,Transaction at More Supermarket,857.34,Grocerie$,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,December,Morning
2025-06-09,Transaction at Dominos,1236.4,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Monday,June,Night
2025-12-23,Transaction at Rapido,649.59,Transport,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,December,Morning
2025-11-25,Transaction at Pepperfry,19791.74,Online Shopping,Credit Card,Bangalore,Current,Debit,Mobile,INR,Online Store,Yes,Tuesday,November,Evening
2025-10-25,Transaction at AirAsia,29817.3,Travell_err,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Afternoon
2025-06-14,Transaction at SonyLiv,155.59,,UPI,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,June,Evening
2025-08-05,Transaction at CloudNine,13087.49,Healthcare,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,August,Evening
2025-02-18,Transaction at Reliance Fresh,4718.87,Grocerie$,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,February,Morning
2025-03-14,Transaction at MakeMyTrip,10106.87,Travell_err,Debit Card,Pune,Current,Debit,Desktop,INR,Service,Yes,Friday,March,Night
2025-01-08,Transaction at Biba,5125.54,Clothing,UPI,Hyderabad,Savings,Debit,Mobile,INR,Retail,Yes,Wednesday,January,Evening
2025-06-11,Transaction at More Supermarket,2111.08,Grocerie$,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,June,Morning
2025-11-22,Transaction at Adidas,5570.73,Clothing,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,Yes,Saturday,November,Afternoon
2025-02-04,Transaction at IndiGo,,,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,February,Evening
2025-01-29,Transaction at BSNL,613.3,Biills,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Night
2025-09-26,Transaction at Hotstar,957.14,Entertainment,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,September,Night
2025-09-02,Transaction at Myntra,7073.38,Online Shopping,UPI,Pune,Savings,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,September,Night
2025-10-07,Transaction at Yulu Bikes,,Transport,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Tuesday,October,Evening
2025-04-23,Transaction at Apollo Hospital,15832.68,,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Service,No,Wednesday,April,Night
2025-11-11,Transaction at Aha,99.83,Entertainment,Debit Card,Chennai,Current,Debit,Mobile,INR,Subscription,No,Tuesday,November,Night
2025-12-27,Transaction at Gaana,616.47,Entertainment,Debit Card,Delhi,Salary,Debit,Mobile,INR,Subscription,No,Saturday,December,Evening
2025-03-01,Transaction at BigBazaar,4644.64,Grocerie$,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Saturday,March,Night
2025-09-25,Transaction at Vodafone Idea,2179.98,Biills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,No,Thursday,September,Afternoon
2025-02-26,Transaction at Amazon Prime,501.86,Entertainment,Credit Card,Delhi,Current,Debit,Mobile,INR,Subscription,No,Wednesday,February,Evening
2025-07-01,Transaction at Snapdeal,11676.07,Online Shopping,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Online Store,No,Tuesday,July,Night
2025-05-27,Transaction at Vistara,11372.87,Travell_err,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,May,Evening
2025-03-20,Transaction at Ajio,16290.41,Online Shopping,Credit Card,Kolkata,Current,Debit,Desktop,INR,Online Store,No,Thursday,March,Evening
2025-01-19,Transaction at Meru Cabs,918.39,Transport,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,January,Night
2025-06-05,Transaction at Amazon Prime,927.43,Entertainment,UPI,Mumbai,Salary,Debit,Desktop,INR,Subscription,Yes,Thursday,June,Evening
2025-04-30,Transaction at IndiGo,4190.37,Travell_err,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,April,Morning
2025-05-23,Transaction at Meesho,669.3,,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,No,Friday,May,Night
2025-07-02,Transaction at Amazon Prime,750.88,Entertainment,Debit Card,Chennai,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,July,Morning
2025-09-21,Transaction at YouTube Premium,180.49,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,September,Evening
2025-01-17,Transaction at PharmEasy,8062.42,Healthcare,UPI,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Friday,January,Morning
2025-09-21,Transaction at Flipkart,3324.83,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Sunday,September,Night
2025-10-29,Transaction at Taco Bell,633.56,Food,Credit Card,Chennai,Savings,Debit,Mobile,INR,Restaurant,No,Wednesday,October,Evening
2025-09-09,Transaction at Yatra,1308.81,Travell_err,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Tuesday,September,Afternoon
2025-12-26,Transaction at Netmeds,4422.02,Healthcare,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,No,Friday,December,Afternoon
2025-06-02,Transaction at Nature's Basket,2644.27,Grocerie$,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Monday,June,Night
2025-11-08,Transaction at AirAsia,19294.43,Travell_err,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,No,Saturday,November,Afternoon
2025-06-17,Transaction at Saravana Bhavan,242.0,Food,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Restaurant,Yes,Tuesday,June,Night
2025-05-26,Transaction at Subway,1109.76,Food,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Restaurant,Yes,Monday,May,Morning
2025-01-27,Transaction at IndiGo,4228.14,Travell_err,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,January,Morning
2025-09-24,Transaction at Mi Store,142587.66,Electronics,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Wednesday,September,Morning
2025-09-22,Transaction at Adidas,3705.34,Clothing,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Night
2025-07-23,Transaction at SonyLiv,151.86,Entertainment,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Subscription,No,Wednesday,July,Morning
